Iterations,continuity,x-velocity,y-velocity,z-velocity,k,omega
142,0.000833439,0.000283039,0.000314573,0.000378177,0.0093814,0.00490468
143,0.000796869,0.000288878,0.000320183,0.000393665,0.00901463,0.00502149
144,0.000790034,0.000292389,0.000328346,0.000397827,0.0092248,0.00550112
145,0.000794725,0.000286563,0.000329442,0.00037837,0.00977559,0.00579588
146,0.000802943,0.000277174,0.000327795,0.000356351,0.0109772,0.00611567
147,0.000807427,0.000262209,0.000314317,0.000327271,0.0115363,0.00567379
148,0.000822411,0.000254982,0.000308209,0.000319743,0.0119478,0.00551842
149,0.000849725,0.000244748,0.000292835,0.000314832,0.0106449,0.00397024
150,0.00086218,0.000238508,0.000293112,0.000315889,0.0101348,0.00377527
151,0.000862148,0.000233295,0.000287553,0.000314251,0.00952687,0.00401922
152,0.000885129,0.000223738,0.00027874,0.000297287,0.00762569,0.00375371
153,0.00089859,0.000219146,0.000268983,0.000275166,0.00721749,0.00370291
154,0.000898916,0.000215779,0.00026958,0.000268397,0.00995825,0.00527096
155,0.000892716,0.000217229,0.000267953,0.000263479,0.0144498,0.00788835
156,0.00088951,0.000215311,0.000252796,0.000259341,0.0133333,0.00676799
157,0.000873784,0.000214091,0.000238151,0.000257643,0.0112129,0.00568374
158,0.000842387,0.000207621,0.000233436,0.000246603,0.01272,0.00604092
159,0.000824084,0.000204268,0.000233384,0.00024126,0.0160585,0.00741706
160,0.0007847,0.000206588,0.000238265,0.000256409,0.021154,0.0108747
161,0.000739868,0.000202438,0.000225703,0.000262686,0.0172918,0.00904523
162,0.000700346,0.000186163,0.000214954,0.000258065,0.0119213,0.00871254
163,0.000651746,0.000173932,0.00020704,0.000252711,0.0126372,0.00777475
164,0.000607917,0.000165191,0.000196919,0.000231102,0.0101758,0.00515515
165,0.000574753,0.000162352,0.000192216,0.000214757,0.0166085,0.00749844
166,0.000542063,0.000167761,0.000196946,0.000208701,0.0110527,0.00861448
167,0.000508428,0.000158106,0.00019206,0.000206189,0.00873298,0.0062576
168,0.000478022,0.000152762,0.000187236,0.000189899,0.00758884,0.00551334
169,0.000458665,0.000150202,0.00018192,0.00017604,0.0105967,0.00446389
170,0.000445618,0.000151826,0.000179503,0.000175269,0.0153371,0.00478147
171,0.000427321,0.000155432,0.000177535,0.00019156,0.0176451,0.00729667
172,0.000411475,0.000154481,0.000171532,0.000207428,0.0145809,0.00712044
173,0.000412585,0.000154258,0.000171549,0.0002034,0.00919623,0.00601977
174,0.000396952,0.00015285,0.000174297,0.000190804,0.0169699,0.0078987
175,0.000383504,0.00015629,0.000174337,0.000195392,0.0273919,0.0108136
176,0.000376867,0.000164467,0.000170611,0.000194415,0.0267163,0.010537
177,0.000372266,0.000167319,0.000168569,0.00020514,0.0171089,0.00693882
178,0.000359739,0.00015917,0.00016569,0.000207325,0.0127657,0.00537352
179,0.000353837,0.000148453,0.000159889,0.000195096,0.0229863,0.00934872
180,0.000342984,0.000138925,0.000155433,0.00019831,0.0286851,0.0114127
181,0.000329885,0.000149381,0.000157768,0.000212444,0.0270245,0.0114008
182,0.000321704,0.000152967,0.000160777,0.000203874,0.0133919,0.0065344
183,0.00032274,0.000147879,0.000159455,0.000180984,0.0147552,0.0091779
184,0.000333083,0.000141382,0.000156342,0.000165994,0.0260822,0.0103578
185,0.000342943,0.000140659,0.00015222,0.000176105,0.0341986,0.0149736
186,0.00034885,0.000148212,0.000149505,0.000188626,0.0259296,0.0120766
187,0.000363623,0.000150034,0.000151599,0.000185112,0.0146678,0.00701271
188,0.000376596,0.000141434,0.00015141,0.000180012,0.0200902,0.00925485
189,0.000379314,0.00012491,0.000148218,0.000183042,0.0317825,0.0129582
190,0.000390626,0.000124517,0.000146064,0.000199856,0.0309865,0.0118195
191,0.0003953,0.000139185,0.00014767,0.000216512,0.0209286,0.00859833
192,0.000407917,0.000147761,0.000153617,0.000203844,0.0133083,0.00996307
193,0.000421979,0.000140625,0.000154222,0.000191869,0.0167148,0.0107876
194,0.00042832,0.000134652,0.000154325,0.000188423,0.0251442,0.0107199
195,0.000451749,0.000130651,0.000145668,0.000194893,0.0345254,0.0132119
196,0.000458837,0.000145093,0.000147873,0.000197233,0.030438,0.0134099
197,0.000485364,0.000149418,0.000149844,0.000197182,0.0194258,0.00926761
198,0.000464819,0.000141101,0.000154769,0.000186782,0.0176302,0.00954453
199,0.0004549,0.000121665,0.000146094,0.000192943,0.0311445,0.0145055
200,0.000435106,0.000116791,0.000137007,0.000201318,0.0322188,0.0130144
201,0.000424259,0.0001288,0.000136884,0.000206082,0.0266592,0.00959639
202,0.000420453,0.000138866,0.000136762,0.000197343,0.0146716,0.0093404
203,0.000418476,0.000136893,0.000141174,0.000200275,0.0124505,0.00806612
204,0.000408871,0.000131869,0.000143061,0.000206852,0.0124001,0.00747624
205,0.000407773,0.000128766,0.000141872,0.000189413,0.0204995,0.00805635
206,0.000394168,0.000123758,0.000137973,0.000180505,0.0315586,0.0112209
207,0.000396935,0.000130614,0.000138571,0.000179941,0.0338177,0.011516
208,0.000396612,0.000135439,0.00014187,0.000194851,0.0261519,0.0108889
209,0.000401641,0.000134914,0.000145193,0.000192235,0.0163627,0.010227
210,0.000390187,0.000128646,0.000139111,0.000198249,0.0285898,0.0149129
211,0.000380463,0.000119491,0.000133403,0.000206209,0.0353647,0.0145182
212,0.00036882,0.000114839,0.000132349,0.000194174,0.0343669,0.0116977
213,0.000373842,0.000129106,0.000130108,0.000189934,0.0246196,0.0113915
214,0.000381175,0.000135757,0.000129994,0.000205932,0.0135368,0.0113016
215,0.000384765,0.000131134,0.000135384,0.000205158,0.0147297,0.00952778
216,0.00038694,0.000120935,0.000132882,0.000180284,0.0135365,0.00695631
217,0.000399823,0.000112222,0.000129608,0.000159241,0.0238072,0.00851774
218,0.000403468,0.000115686,0.000125801,0.00015919,0.0310692,0.0120387
219,0.000413828,0.000120846,0.000127976,0.000176344,0.0298141,0.0111843
220,0.000430618,0.000123751,0.000127733,0.000176548,0.0185524,0.00937163
221,0.000425947,0.000120772,0.000132432,0.000176619,0.0190989,0.0120588
222,0.000427823,0.000121033,0.000132653,0.000200438,0.0287753,0.0149951
223,0.000424171,0.000115848,0.000132057,0.000210639,0.030028,0.0125481
224,0.000417333,0.000112321,0.000130266,0.000196952,0.0308124,0.0110785
225,0.000416307,0.000123215,0.000122755,0.000181231,0.0234409,0.0096896
226,0.000426067,0.000132867,0.000121128,0.000209188,0.0152841,0.010996
227,0.000428802,0.000130906,0.000125173,0.000213487,0.0158402,0.00988413
228,0.000426846,0.000119682,0.000125532,0.000186247,0.0157123,0.00842851
229,0.000443378,0.000116844,0.000123674,0.000160457,0.0191185,0.00777867
230,0.000423388,0.000112284,0.000118525,0.000149218,0.0269642,0.0099112
231,0.00043774,0.000116406,0.000121393,0.000164001,0.0283808,0.0100508
232,0.000425509,0.000119275,0.000118837,0.000165774,0.0224119,0.00834106
233,0.00043416,0.000118067,0.000122959,0.000159885,0.0192777,0.0120026
234,0.000439717,0.000111434,0.000127187,0.000166205,0.030342,0.0158444
235,0.00043954,0.000109983,0.000124755,0.000191728,0.0356494,0.016651
236,0.00043635,0.000114053,0.000128508,0.000203751,0.0245108,0.00970071
237,0.00044172,0.000117305,0.000121468,0.000174829,0.0300026,0.0131804
238,0.000445042,0.000118013,0.000114024,0.000182742,0.0131666,0.00804499
239,0.000444247,0.00012013,0.000111446,0.000201715,0.0165362,0.00945245
240,0.000439067,0.000114941,0.000119929,0.000190724,0.0162072,0.0102362
241,0.000435869,0.000111064,0.000115745,0.000170837,0.0155814,0.00830108
242,0.000443276,0.000104609,0.000108949,0.000134026,0.0168267,0.00703546
243,0.000435832,0.000102369,0.000106031,0.000134961,0.0273706,0.00985943
244,0.000431975,0.000107194,0.000108329,0.000151674,0.0276471,0.0106458
245,0.000425909,0.000112566,0.000110736,0.000154461,0.0216757,0.00803142
246,0.000419999,0.000110726,0.000117072,0.000149516,0.0221799,0.0124654
247,0.000419972,0.000102627,0.000116375,0.000154533,0.0339156,0.0153314
248,0.000406777,0.000100757,0.000115626,0.000176686,0.0302026,0.0118417
249,0.000401952,0.000107657,0.000117614,0.000185115,0.0279725,0.0118132
250,0.000400923,0.000108858,0.000106777,0.000161791,0.0194965,0.0089164
251,0.000407205,0.000108528,0.000104147,0.000173378,0.0167197,0.00879026
252,0.000401856,0.000111163,0.000107091,0.000178569,0.0144829,0.00942825
253,0.000406788,0.00010262,0.000109918,0.000164598,0.017175,0.00965119
254,0.000395895,9.81499e-05,0.000104274,0.000143429,0.0122166,0.00649563
255,0.000389277,9.12844e-05,0.000100087,0.000121405,0.0171179,0.00693247
256,0.000393973,9.34065e-05,9.85745e-05,0.000127829,0.025483,0.00880041
257,0.000385624,9.81843e-05,0.000102409,0.000141738,0.0229832,0.00896083
258,0.000374911,9.94432e-05,0.000105277,0.000138709,0.0145804,0.00712667
259,0.000373341,9.56049e-05,0.000107811,0.00013033,0.0225642,0.0110971
260,0.000348653,8.72836e-05,0.000107247,0.00013619,0.0280568,0.0115796
261,0.000340738,8.51653e-05,0.000104004,0.000148117,0.0220188,0.00824934
262,0.000344973,9.29684e-05,0.000102924,0.000157915,0.0218205,0.00845706
263,0.000337464,9.02466e-05,9.26121e-05,0.000148851,0.0172721,0.00524346
264,0.000346372,8.99266e-05,9.11807e-05,0.000144201,0.011738,0.00627647
265,0.000332528,9.44677e-05,9.48261e-05,0.000143901,0.014196,0.00955417
266,0.00032917,9.16593e-05,9.98641e-05,0.000140224,0.0182462,0.010394
267,0.000335671,8.53362e-05,9.71467e-05,0.000136041,0.0156028,0.00673024
268,0.00034525,8.08202e-05,9.37126e-05,0.000121435,0.0164092,0.00562575
269,0.00035267,8.51013e-05,9.20461e-05,0.000121466,0.0255396,0.00924919
270,0.000356446,9.30939e-05,9.42822e-05,0.000131963,0.0243892,0.00930075
271,0.000364575,9.37615e-05,9.71527e-05,0.000132614,0.0145965,0.00791784
272,0.00036087,8.84711e-05,9.86239e-05,0.000124546,0.0218669,0.0102583
273,0.000357606,7.92389e-05,9.76914e-05,0.000122476,0.0267987,0.0106104
274,0.000352877,7.93766e-05,9.66873e-05,0.000133156,0.0237729,0.00870231
275,0.000357496,8.90425e-05,9.46374e-05,0.000145865,0.0206151,0.00750967
276,0.000348807,8.82531e-05,8.8605e-05,0.000149127,0.0146416,0.00427733
277,0.00034558,8.47103e-05,8.7101e-05,0.000138215,0.0131762,0.00596085
278,0.000346606,8.4893e-05,8.76769e-05,0.000125942,0.0106088,0.00792192
279,0.00033851,9.17145e-05,9.29814e-05,0.00012468,0.0179155,0.0104506
280,0.000355473,8.68391e-05,9.56397e-05,0.000131054,0.01849,0.0104101
281,0.000347251,7.97277e-05,9.34676e-05,0.000119671,0.0153203,0.0067164
282,0.000350309,8.14119e-05,9.01146e-05,0.000113311,0.0202791,0.00638461
283,0.000364056,8.68828e-05,9.00695e-05,0.000119715,0.0278971,0.0100277
284,0.000376705,9.17055e-05,9.10233e-05,0.000127583,0.0226736,0.00818991
285,0.000381821,8.96217e-05,9.47635e-05,0.00012766,0.0160029,0.00837519
286,0.00038478,8.28265e-05,9.51458e-05,0.000118115,0.0261469,0.0108896
287,0.000374863,7.87445e-05,9.62955e-05,0.000116221,0.0281115,0.0105112
288,0.000375594,8.65851e-05,9.58816e-05,0.000132569,0.0249216,0.00935848
289,0.000375072,9.16274e-05,9.23487e-05,0.000146006,0.0122882,0.00594698
290,0.000362984,8.70351e-05,8.5157e-05,0.000138462,0.0125582,0.00447149
291,0.000354,7.85848e-05,8.1657e-05,0.000123308,0.0135646,0.00573496
292,0.000360834,7.7033e-05,8.08742e-05,0.000112052,0.00772705,0.00569187
293,0.000348179,7.97995e-05,8.30148e-05,0.000106622,0.0100236,0.00683326
294,0.000348996,7.94952e-05,8.54669e-05,0.000104658,0.0144432,0.00848872
295,0.000349652,7.14833e-05,8.19742e-05,0.000100171,0.012554,0.00640176
296,0.000351433,6.85482e-05,7.7648e-05,9.7364e-05,0.0141638,0.00459376
297,0.00035454,7.04514e-05,7.54515e-05,9.77725e-05,0.019414,0.00616622
298,0.000361763,7.26992e-05,7.52106e-05,0.000103388,0.0182603,0.00583413
299,0.000361103,7.28479e-05,7.64084e-05,0.000103291,0.0129583,0.00691099
300,0.000365956,6.89751e-05,7.82725e-05,9.98766e-05,0.0176557,0.0085898
301,0.000362026,6.59004e-05,7.84383e-05,9.55228e-05,0.0239538,0.00950692
302,0.000354905,6.82305e-05,7.50002e-05,9.71935e-05,0.0204509,0.00711234
303,0.000352991,7.32805e-05,7.51292e-05,0.000108754,0.00888726,0.003943
304,0.000337376,6.86831e-05,6.7671e-05,0.000102284,0.00931241,0.00496547
305,0.000338093,6.18621e-05,6.27025e-05,9.11953e-05,0.00667439,0.00454928
306,0.000331829,5.57522e-05,5.94794e-05,7.92861e-05,0.00571319,0.00458885
307,0.000329316,5.54128e-05,5.93004e-05,6.91868e-05,0.00443971,0.00318266
308,0.000326782,5.29464e-05,5.88146e-05,6.15383e-05,0.00492792,0.00315445
309,0.000317034,5.09654e-05,5.92457e-05,6.32805e-05,0.00660553,0.00374529
310,0.000327401,5.11039e-05,5.88608e-05,7.28804e-05,0.00848809,0.00366399
311,0.000331253,4.96505e-05,5.67665e-05,7.42298e-05,0.00936733,0.00345064
312,0.000333867,4.92412e-05,5.56828e-05,7.3037e-05,0.00771706,0.00242542
313,0.000322334,4.96514e-05,5.34197e-05,6.77448e-05,0.00512985,0.00273934
314,0.000308553,4.73746e-05,5.33752e-05,6.12394e-05,0.00724922,0.00371068
315,0.000299015,4.57622e-05,5.24586e-05,5.99365e-05,0.0100456,0.00446915
316,0.00030342,4.55393e-05,5.30018e-05,6.55465e-05,0.0113424,0.00420923
317,0.00028455,4.66628e-05,5.36004e-05,6.76237e-05,0.00991938,0.0032173
318,0.000269392,4.94853e-05,5.33554e-05,6.81125e-05,0.00690536,0.00333607
319,0.000261368,5.03057e-05,5.10205e-05,6.66768e-05,0.00667924,0.00410827
320,0.000262716,4.79327e-05,4.81314e-05,6.85077e-05,0.00896797,0.00518384
321,0.000251442,4.53326e-05,4.64113e-05,6.85408e-05,0.00968722,0.00479427
322,0.000244384,4.68744e-05,4.68568e-05,6.91113e-05,0.00890844,0.00360555
323,0.000243138,5.09948e-05,5.02116e-05,6.78706e-05,0.0096446,0.00419998
324,0.00024927,5.21085e-05,5.2898e-05,6.41763e-05,0.0065533,0.00312564
325,0.000246828,4.88359e-05,5.09263e-05,6.16251e-05,0.0060663,0.00377053
326,0.000245525,4.70175e-05,4.98358e-05,6.51996e-05,0.0054887,0.00281604
327,0.00025323,4.60131e-05,4.75846e-05,6.37422e-05,0.00428966,0.00316995
328,0.000248597,4.41588e-05,4.69203e-05,6.17019e-05,0.00474056,0.00281267
329,0.00025076,4.02557e-05,4.59149e-05,5.91675e-05,0.00399406,0.00233022
330,0.000242103,3.90617e-05,4.59498e-05,5.98961e-05,0.00488657,0.00252477
331,0.000235661,4.03829e-05,4.61712e-05,6.25195e-05,0.00785284,0.00372011
332,0.000232065,4.12841e-05,4.63903e-05,5.96645e-05,0.0117265,0.0054154
333,0.000240021,3.99035e-05,4.53568e-05,5.76439e-05,0.0106184,0.00422519
334,0.000236927,4.26607e-05,4.31909e-05,6.11501e-05,0.00723146,0.00309994
335,0.000234285,4.51103e-05,4.19795e-05,6.18337e-05,0.00753096,0.00502647
336,0.000218151,4.33833e-05,4.01838e-05,5.79285e-05,0.00906011,0.00568187
337,0.000208462,3.86034e-05,3.89145e-05,5.71846e-05,0.0090439,0.00481841
338,0.000200547,3.83726e-05,3.85455e-05,5.81826e-05,0.0100015,0.00437276
339,0.000194977,4.23222e-05,3.87273e-05,6.13109e-05,0.00894363,0.00396291
340,0.000187673,4.43206e-05,3.96605e-05,5.94591e-05,0.00594808,0.00445673
341,0.000192428,4.16969e-05,4.19466e-05,5.44753e-05,0.00699102,0.00489201
342,0.000186329,3.96357e-05,4.0201e-05,5.54115e-05,0.00649718,0.00340998
343,0.000194111,3.78929e-05,3.76476e-05,5.48085e-05,0.00502411,0.00368321
344,0.000201378,3.61445e-05,3.71426e-05,5.3716e-05,0.00597989,0.00443261
345,0.0002058,3.50312e-05,3.76143e-05,4.91376e-05,0.00566723,0.00423044
346,0.000204417,3.38265e-05,3.76887e-05,5.04066e-05,0.00591251,0.00308137
347,0.000200237,3.64974e-05,3.73596e-05,5.39299e-05,0.00513142,0.00323715
348,0.000200128,3.7453e-05,3.76614e-05,5.09898e-05,0.00666891,0.00455195
349,0.000199002,3.43792e-05,3.572e-05,4.63253e-05,0.00801372,0.00424326
350,0.000192131,3.38102e-05,3.34982e-05,5.03601e-05,0.00595418,0.00246886
351,0.000194383,3.58089e-05,3.41022e-05,5.05479e-05,0.00668374,0.00372224
352,0.000180025,3.5889e-05,3.49943e-05,4.65603e-05,0.00728325,0.00483206
353,0.000182904,3.22102e-05,3.53375e-05,4.3665e-05,0.00711775,0.00401257
354,0.000173361,3.21761e-05,3.51284e-05,4.76796e-05,0.00764452,0.00322963
355,0.00017483,3.43609e-05,3.52033e-05,4.91468e-05,0.0059577,0.00363916
