Iterations,continuity,x-velocity,y-velocity,z-velocity,k,omega
258,0.000183223,4.21399e-05,4.90245e-05,5.86819e-05,0.00772396,0.00322772
259,0.000176157,3.86903e-05,4.50924e-05,5.47804e-05,0.005706,0.00234653
260,0.000179156,3.80912e-05,4.44451e-05,5.97361e-05,0.00778225,0.0025215
261,0.000170259,3.99788e-05,4.62219e-05,6.66897e-05,0.00673096,0.00325691
262,0.000167143,3.86359e-05,4.27844e-05,6.63236e-05,0.00579625,0.00227106
263,0.000170851,3.80448e-05,4.12595e-05,6.06486e-05,0.00757479,0.00271839
264,0.000169999,3.70107e-05,3.91735e-05,6.138e-05,0.00801202,0.00342083
265,0.000170775,3.94882e-05,4.16924e-05,6.61312e-05,0.0070676,0.00331791
266,0.000176292,4.07751e-05,4.42749e-05,6.5967e-05,0.00765611,0.00373123
267,0.000174569,4.11635e-05,4.62728e-05,6.06518e-05,0.00485505,0.00304911
268,0.000168688,4.00344e-05,4.49415e-05,5.9672e-05,0.006012,0.00322614
269,0.000161193,3.69009e-05,4.17607e-05,5.58662e-05,0.00673796,0.00331811
270,0.000154396,3.44635e-05,3.96573e-05,5.23408e-05,0.00596243,0.00303546
271,0.000150288,3.45996e-05,4.00295e-05,5.62973e-05,0.00409073,0.00225851
272,0.000157375,3.39476e-05,4.06678e-05,5.50494e-05,0.00431698,0.00258048
273,0.000153888,3.21521e-05,4.00128e-05,4.86333e-05,0.00461959,0.00216464
274,0.000151394,3.12425e-05,3.66414e-05,4.49771e-05,0.00429095,0.00237413
275,0.000146097,3.13474e-05,3.4e-05,4.53511e-05,0.00659738,0.00294745
276,0.000140013,3.16818e-05,3.46318e-05,5.1055e-05,0.00506805,0.0022046
277,0.000145014,3.25572e-05,3.64918e-05,5.33247e-05,0.00282776,0.00192348
278,0.000138583,3.36503e-05,3.7937e-05,5.02428e-05,0.00494239,0.0023746
279,0.00013522,3.26498e-05,3.69414e-05,4.48625e-05,0.00746796,0.0029594
280,0.000132431,3.08629e-05,3.6604e-05,4.2789e-05,0.00689922,0.00267382
281,0.000133184,3.16365e-05,3.7679e-05,5.37107e-05,0.00708291,0.00289698
282,0.000140098,3.34364e-05,3.71418e-05,5.73604e-05,0.00572126,0.00247616
283,0.000135937,3.43504e-05,3.7267e-05,5.03284e-05,0.00880006,0.00317711
284,0.0001379,3.33728e-05,3.75447e-05,4.64147e-05,0.0106362,0.00403354
285,0.000139626,3.34693e-05,3.68607e-05,5.13363e-05,0.0068787,0.00332517
286,0.000136298,3.31579e-05,3.67462e-05,5.27524e-05,0.00576145,0.00321312
287,0.000134309,3.27519e-05,3.6797e-05,4.93542e-05,0.00651035,0.00320804
288,0.000130209,3.11248e-05,3.59341e-05,4.59326e-05,0.0081382,0.00336489
289,0.000124362,2.90762e-05,3.43766e-05,4.56589e-05,0.00748745,0.00334681
290,0.000119683,3.01165e-05,3.34995e-05,4.90114e-05,0.00790353,0.00300245
291,0.000115015,2.92156e-05,3.21204e-05,4.88221e-05,0.0051099,0.00227344
292,0.000111518,2.846e-05,3.23076e-05,3.94902e-05,0.0086273,0.00313806
293,0.000109714,2.82649e-05,3.01328e-05,3.72827e-05,0.00760305,0.00296998
294,0.000108579,2.91727e-05,2.97924e-05,4.1389e-05,0.00386017,0.00256741
295,0.000106917,2.99005e-05,3.15559e-05,4.49603e-05,0.0047409,0.00218237
296,0.000105585,3.02414e-05,3.2196e-05,4.27413e-05,0.00448187,0.00244521
297,0.000103106,2.94095e-05,3.18704e-05,3.99837e-05,0.00403537,0.00240593
298,0.000100641,2.81654e-05,3.21708e-05,3.98102e-05,0.00370759,0.00225474
299,9.61881e-05,2.80287e-05,3.17205e-05,3.97927e-05,0.00382994,0.00184711
300,9.81109e-05,2.8461e-05,3.26637e-05,3.80016e-05,0.00469047,0.00228474
301,9.64662e-05,2.95558e-05,3.28848e-05,3.61854e-05,0.00559102,0.00258378
302,9.92603e-05,3.08683e-05,3.32094e-05,3.57093e-05,0.00676714,0.00285307
303,0.000100458,3.2317e-05,3.41702e-05,4.01249e-05,0.00744049,0.00260053
304,0.000100595,3.29368e-05,3.69077e-05,4.72265e-05,0.00552245,0.00287441
305,0.000105179,3.27488e-05,3.68619e-05,4.90501e-05,0.0050048,0.00291879
306,0.000105558,3.1614e-05,3.63188e-05,4.30721e-05,0.00999137,0.00329271
307,0.000108081,3.12197e-05,3.83205e-05,4.13078e-05,0.0158232,0.00602076
308,0.000108491,3.37035e-05,3.79566e-05,5.37361e-05,0.00940515,0.00389748
309,0.000109917,3.51346e-05,3.44213e-05,5.18772e-05,0.00767192,0.0029049
310,0.000110625,3.24599e-05,3.35445e-05,4.53228e-05,0.00955569,0.00325541
311,0.000112985,3.07248e-05,3.37536e-05,4.20294e-05,0.0104996,0.0037154
312,0.000115063,2.9745e-05,3.35319e-05,4.06917e-05,0.00671747,0.0032208
313,0.000114513,2.87873e-05,3.38799e-05,4.00585e-05,0.00594897,0.00305818
314,0.000114802,2.79759e-05,3.32161e-05,3.88907e-05,0.00562567,0.00266826
315,0.000113624,2.69111e-05,3.27147e-05,3.92301e-05,0.00524383,0.00260782
316,0.000111323,2.6478e-05,3.34736e-05,3.9524e-05,0.00668893,0.00325213
317,0.000109293,2.7344e-05,3.22852e-05,3.86025e-05,0.00792994,0.00335342
318,0.000114202,2.71443e-05,2.87973e-05,3.88667e-05,0.00647922,0.00279759
319,0.000108265,2.68601e-05,2.69676e-05,3.86134e-05,0.0057883,0.00216182
320,0.00010415,2.64366e-05,2.74143e-05,3.46891e-05,0.00699074,0.00293862
321,0.000100266,2.54507e-05,2.71955e-05,3.32906e-05,0.00754994,0.00317247
322,9.66772e-05,2.62491e-05,2.73974e-05,3.58275e-05,0.00582186,0.00220988
323,9.17271e-05,2.56994e-05,2.83615e-05,3.75889e-05,0.00724613,0.00283675
324,9.51409e-05,2.56978e-05,2.84689e-05,3.93831e-05,0.00541217,0.00239246
325,8.36283e-05,2.57957e-05,2.74765e-05,3.81162e-05,0.00548992,0.00225027
326,8.13605e-05,2.48986e-05,2.65183e-05,3.57976e-05,0.00473076,0.00217757
327,7.69663e-05,2.52126e-05,2.67897e-05,3.61936e-05,0.00445472,0.0020831
328,7.65939e-05,2.52972e-05,2.71011e-05,3.68778e-05,0.00474033,0.00189363
329,7.61078e-05,2.5414e-05,2.66623e-05,3.54476e-05,0.00567734,0.00267458
330,7.49875e-05,2.5485e-05,2.60842e-05,3.43333e-05,0.00634469,0.00296565
331,7.51676e-05,2.51091e-05,2.81123e-05,3.60737e-05,0.00748027,0.00298747
332,7.49876e-05,2.54816e-05,2.95574e-05,3.63396e-05,0.0118871,0.00435505
333,7.51579e-05,2.55541e-05,3.04774e-05,3.66669e-05,0.00822009,0.00394191
334,7.6959e-05,2.57217e-05,2.75925e-05,3.79924e-05,0.00578799,0.00275116
335,7.8073e-05,2.49856e-05,2.49744e-05,3.6411e-05,0.00928085,0.00343143
336,7.89323e-05,2.46298e-05,2.45587e-05,3.62674e-05,0.00986509,0.00419341
337,7.81426e-05,2.41636e-05,2.54448e-05,3.6741e-05,0.0080619,0.00327236
338,8.0656e-05,2.49056e-05,2.54935e-05,3.67821e-05,0.00816181,0.00379985
339,8.02779e-05,2.36095e-05,2.75663e-05,3.64961e-05,0.00722001,0.00400695
340,7.95674e-05,2.26448e-05,2.57313e-05,3.77131e-05,0.00882884,0.00408303
341,8.01227e-05,2.35618e-05,2.41269e-05,3.62185e-05,0.00971923,0.00394296
342,8.05443e-05,2.2658e-05,2.31609e-05,3.41315e-05,0.00707561,0.00294502
343,7.92127e-05,2.13852e-05,2.22186e-05,3.5769e-05,0.00473148,0.00198884
344,7.65651e-05,2.10039e-05,2.178e-05,3.19877e-05,0.00725279,0.00310185
