Iterations,continuity,x-velocity,y-velocity,z-velocity,k,omega
69,0.0128115,0.00330139,0.00376131,0.00373,0.0147502,0.00923491
70,0.0121949,0.00315318,0.00363342,0.00360373,0.0126375,0.00936292
71,0.011765,0.00305913,0.00353448,0.00340816,0.0138785,0.00962216
72,0.0113299,0.00301375,0.00343274,0.00323582,0.0144951,0.00874963
73,0.0102218,0.00290449,0.00327595,0.00308453,0.013545,0.00828186
74,0.00938263,0.00271841,0.00304531,0.00291683,0.0107384,0.00658721
75,0.00842762,0.00251434,0.00288134,0.00273288,0.0111128,0.00648845
76,0.00747473,0.00234315,0.002747,0.00254575,0.0127225,0.00764129
77,0.00667017,0.0022205,0.00262946,0.00239886,0.0162817,0.010051
78,0.00611624,0.00212713,0.00248161,0.00232926,0.0179201,0.0108394
79,0.0056039,0.00205799,0.00238308,0.00225103,0.0176481,0.0115094
80,0.0054204,0.00197706,0.00230368,0.00214758,0.0200007,0.0123729
81,0.00516779,0.00194854,0.00219827,0.00212672,0.0180015,0.00986206
82,0.00497392,0.00190578,0.00210854,0.00210238,0.0155085,0.00844475
83,0.00480845,0.00186702,0.00205356,0.00203999,0.0163171,0.00989889
84,0.00465976,0.0018324,0.00201475,0.00200093,0.0160949,0.00958784
85,0.00448053,0.00178637,0.0019678,0.00194342,0.0151884,0.00816876
86,0.00431567,0.00173324,0.00190894,0.00186189,0.0143785,0.00925691
87,0.00415125,0.00166213,0.00182413,0.00177675,0.0173958,0.0110701
88,0.00389954,0.0016122,0.0017355,0.00177045,0.0168601,0.0107455
89,0.00385445,0.00152584,0.00167288,0.0017849,0.0172331,0.00986243
90,0.00374892,0.00149604,0.00161857,0.00171537,0.0144769,0.00929844
91,0.00370133,0.00148773,0.00155184,0.00157295,0.0133301,0.00921242
92,0.00366424,0.00147001,0.00151249,0.00149342,0.0136706,0.0095469
93,0.00358654,0.00142414,0.00144419,0.00149855,0.012559,0.00852762
94,0.00354949,0.00136292,0.00137515,0.00144815,0.0140158,0.00792077
95,0.00349124,0.00129796,0.00132825,0.00140368,0.0135997,0.00729446
96,0.00338223,0.00124305,0.00131167,0.00140596,0.0124881,0.00697751
97,0.0032612,0.00119497,0.00129894,0.00142152,0.0135217,0.00778034
98,0.00311753,0.00115932,0.00126227,0.00140397,0.0121747,0.00789677
99,0.00300959,0.0011268,0.00122424,0.00136744,0.0161739,0.0104598
100,0.00291604,0.00111154,0.00120925,0.00131775,0.0148147,0.00833697
101,0.00283967,0.00107121,0.00115925,0.00123099,0.0168266,0.00853887
102,0.00277182,0.00102092,0.0010966,0.00116312,0.0150647,0.0084392
103,0.00270386,0.000980278,0.00106453,0.00116458,0.0154673,0.00788136
104,0.00263775,0.000950059,0.00105279,0.00122292,0.0137297,0.0076304
105,0.00257631,0.000939397,0.00106037,0.00124793,0.0127397,0.00756783
106,0.00251737,0.000924386,0.0010657,0.00122391,0.0128254,0.00812417
107,0.00245457,0.000915204,0.00104438,0.00115119,0.0138357,0.010808
108,0.00239245,0.000897266,0.00102226,0.0010817,0.0136375,0.00928319
109,0.00232575,0.00087731,0.000997417,0.0010066,0.0128042,0.00658084
110,0.00226473,0.000863329,0.00097854,0.000946582,0.0114057,0.00728592
111,0.00219923,0.000849571,0.000950918,0.000931086,0.0114066,0.00633854
112,0.00213373,0.000826121,0.000919378,0.000918024,0.0114722,0.00600809
113,0.00207152,0.000790635,0.000887992,0.000897618,0.0106383,0.00571502
114,0.00201156,0.000748061,0.000856578,0.000865391,0.0105428,0.00583708
115,0.00195225,0.000709097,0.000823463,0.000826958,0.011089,0.00624892
116,0.00190379,0.000672013,0.000790014,0.000817336,0.0105874,0.00577227
117,0.00184278,0.000645386,0.000768725,0.000823083,0.00988335,0.00503282
118,0.0017662,0.000620053,0.000748692,0.000824375,0.00800651,0.00414236
119,0.0017364,0.000605482,0.00072824,0.000802806,0.00795208,0.0044569
120,0.00165372,0.000604118,0.000705822,0.000768613,0.00916682,0.00489889
121,0.00158782,0.000597009,0.000680207,0.000734086,0.00934126,0.00537861
122,0.00151083,0.000590028,0.000654512,0.000709962,0.00810972,0.00520393
123,0.00143138,0.0005804,0.000614514,0.000700798,0.00804606,0.00495122
124,0.00136155,0.000566795,0.000578365,0.000708923,0.00827451,0.00473435
125,0.00129593,0.000554438,0.000559245,0.000725235,0.00750281,0.00421638
126,0.00123648,0.000536261,0.000545178,0.000714584,0.00672521,0.00430887
127,0.00118417,0.000513732,0.000526399,0.000671532,0.00768175,0.00469252
128,0.00113166,0.000490985,0.000508191,0.000632333,0.00980555,0.00627385
129,0.0010839,0.000467625,0.000501193,0.000649904,0.0117988,0.00707638
130,0.00104692,0.000453201,0.000497704,0.000694278,0.0111808,0.00563539
131,0.00101847,0.000447766,0.00049262,0.000700638,0.00813494,0.00439857
132,0.00100144,0.000441999,0.000482806,0.000660581,0.0066483,0.00434663
133,0.000992565,0.000434537,0.00047943,0.000604736,0.00830584,0.00488487
134,0.000981624,0.000428977,0.000480893,0.000565363,0.0100957,0.00542217
135,0.000978573,0.000444605,0.000483127,0.000580215,0.0118922,0.00554519
136,0.000970253,0.000458757,0.000487429,0.000611643,0.0113419,0.00558616
137,0.000971199,0.000479744,0.00050718,0.000648658,0.010717,0.00644213
138,0.00097683,0.000496309,0.000528686,0.000690413,0.0104629,0.0065097
139,0.000973968,0.0004918,0.000527181,0.000694733,0.00911348,0.00561855
140,0.000971971,0.000471323,0.000507802,0.000657134,0.00912052,0.00551321
141,0.00096777,0.000447611,0.000480001,0.000596196,0.0101885,0.0065143
142,0.000957588,0.000423732,0.000466956,0.00053533,0.0145516,0.0085837
143,0.00094392,0.000401425,0.000451448,0.000506383,0.0150146,0.00950152
144,0.00092596,0.0003886,0.000434711,0.000484981,0.0129598,0.00731149
145,0.000903545,0.000370021,0.00041528,0.000468132,0.0107797,0.00537135
146,0.00087802,0.000359766,0.000404862,0.00045079,0.010383,0.00508885
147,0.000855208,0.000347197,0.000400098,0.000450959,0.0114177,0.00531498
148,0.000818405,0.000336754,0.000389817,0.000455869,0.0127645,0.0062892
149,0.000779285,0.000329721,0.000376441,0.000448358,0.0115998,0.00536113
150,0.000739161,0.000327862,0.000374499,0.000427777,0.0103666,0.00480488
151,0.000697312,0.000325968,0.000385572,0.000417732,0.0131648,0.00725128
152,0.000648221,0.000329129,0.000388349,0.000412688,0.0190267,0.0111843
153,0.000599604,0.000321102,0.000361575,0.000410788,0.019907,0.00973535
154,0.000558418,0.000322872,0.000343653,0.000391073,0.016567,0.00809444
155,0.00052914,0.000302602,0.00032433,0.000368245,0.0180721,0.00899193
156,0.000510137,0.000310745,0.000320696,0.00036139,0.0227632,0.0110981
157,0.000489136,0.000333423,0.000349314,0.000419359,0.0252988,0.0144363
158,0.000470958,0.000339918,0.000338015,0.000446335,0.0187231,0.0112446
159,0.000459337,0.000319357,0.000318362,0.000437137,0.0201002,0.00902465
160,0.000451216,0.000300977,0.000317996,0.000426642,0.0161317,0.0101426
161,0.000439753,0.000280584,0.000302117,0.00036992,0.0146023,0.00943797
162,0.000429327,0.000271172,0.000283808,0.000334336,0.019589,0.00897526
163,0.000429306,0.000267951,0.000271784,0.000324036,0.019508,0.0089926
164,0.000431478,0.000260076,0.000280574,0.000328084,0.0193499,0.00844191
165,0.000436115,0.000253639,0.000287362,0.000345858,0.0208992,0.00868342
166,0.000445498,0.000258102,0.000286118,0.000358268,0.0254053,0.0109434
167,0.000450104,0.000258818,0.000281083,0.000349745,0.0132338,0.00905355
168,0.000455672,0.000244643,0.000281592,0.00034545,0.0190207,0.0100334
169,0.000460948,0.000234205,0.000289832,0.000353646,0.0348434,0.015055
170,0.000459335,0.000247257,0.000293464,0.000345417,0.0343802,0.0151645
171,0.000461572,0.000269702,0.000287716,0.000368316,0.0210067,0.00915846
172,0.000458404,0.000272795,0.000282253,0.000370047,0.0129687,0.0055742
173,0.000447192,0.000256045,0.000267823,0.000337548,0.0161239,0.00737549
174,0.000432963,0.000235612,0.000250274,0.000310094,0.0280829,0.0104808
175,0.000419846,0.000220498,0.000241396,0.000319641,0.0431966,0.0163603
176,0.000399827,0.000252911,0.000247421,0.000353659,0.0300962,0.0145702
177,0.000383671,0.000261888,0.000251831,0.000355493,0.0169928,0.0111903
178,0.000374992,0.000248757,0.000250844,0.000333125,0.0290291,0.0139297
179,0.000375565,0.000229215,0.000250029,0.000308649,0.0405942,0.0156979
180,0.000374278,0.000255914,0.000250166,0.000339267,0.0431795,0.0214901
181,0.000371637,0.000260621,0.000240498,0.000347755,0.0264754,0.0124489
182,0.000369543,0.000248318,0.000236329,0.000344753,0.0157431,0.00827575
183,0.000361089,0.000216326,0.000228183,0.00032747,0.0298898,0.0123693
184,0.000349713,0.000208594,0.000225445,0.000324446,0.0452893,0.0185079
185,0.000342179,0.000230339,0.000218252,0.000365927,0.0375477,0.0182501
186,0.000340382,0.000254313,0.000235339,0.000377555,0.0179661,0.0130706
187,0.000340904,0.000248252,0.000238964,0.000362467,0.0261646,0.0154126
188,0.000357463,0.000227309,0.000235649,0.00032483,0.0285012,0.0131989
189,0.00037,0.000230704,0.000232487,0.000323556,0.0518584,0.0223621
190,0.000386161,0.00025597,0.000230309,0.000320416,0.0347666,0.0178175
191,0.000396556,0.000252028,0.000228003,0.000325928,0.0214874,0.0104833
192,0.000401867,0.000228674,0.000224957,0.000332665,0.0215605,0.0108666
193,0.000403783,0.000209505,0.000216746,0.000328144,0.0419023,0.017115
194,0.000401622,0.000202382,0.00021368,0.000345871,0.0438227,0.0184264
195,0.000407948,0.000221694,0.000225528,0.000365804,0.0226152,0.0120049
196,0.000407849,0.000231726,0.000228017,0.000343931,0.0204977,0.0136752
197,0.000401417,0.000220248,0.000227156,0.000338287,0.020708,0.0136637
198,0.000393503,0.00021724,0.000233441,0.00031066,0.0401665,0.0163563
199,0.000391919,0.000232687,0.000234556,0.000321877,0.0477875,0.0209452
200,0.000387786,0.000248972,0.000232676,0.000325551,0.0305044,0.0146687
201,0.000380671,0.000235043,0.00022795,0.000320787,0.0206357,0.0107494
202,0.000370218,0.000204068,0.000222623,0.000305854,0.0288781,0.0140979
203,0.000358819,0.000186253,0.000205211,0.000311394,0.0437683,0.0169968
204,0.00035878,0.000203132,0.000200956,0.000352041,0.0339647,0.0145109
205,0.000359177,0.000205694,0.0002113,0.000347396,0.0167983,0.0106983
206,0.000358383,0.000202266,0.000208074,0.000324839,0.0167218,0.0118213
207,0.000354461,0.000193619,0.000207556,0.000327372,0.0163024,0.0113765
208,0.000350965,0.00019298,0.000218343,0.000306317,0.0353969,0.0142574
209,0.000350883,0.000198411,0.000217553,0.000297137,0.0463357,0.0176589
210,0.000351745,0.000217089,0.000210585,0.000306319,0.030688,0.0127731
211,0.000353922,0.000213947,0.000208897,0.000312472,0.0195936,0.00884702
212,0.00035524,0.000197675,0.00020501,0.000280915,0.0272368,0.0144088
213,0.000354764,0.00016766,0.000198335,0.000257435,0.0439926,0.0175755
214,0.000365641,0.00017711,0.000193685,0.000283418,0.0381451,0.0127495
215,0.000365087,0.000205795,0.000199914,0.000341663,0.0164358,0.0104855
216,0.000362839,0.000190617,0.000189883,0.000327755,0.0162074,0.0133098
217,0.000352728,0.000173196,0.000187431,0.00029601,0.015838,0.0114172
218,0.000340983,0.000165344,0.000183124,0.000272935,0.0134092,0.00854055
219,0.000329659,0.000173196,0.000196498,0.000282849,0.0392781,0.0148093
220,0.000323232,0.000186251,0.000188118,0.000290005,0.0344548,0.0135078
221,0.000313612,0.000190138,0.00018194,0.000275927,0.0211575,0.00817669
222,0.000303739,0.000180026,0.000178441,0.000244428,0.0173011,0.00904444
223,0.000286829,0.000155178,0.000170971,0.00022073,0.0335647,0.0143663
224,0.000276831,0.000137609,0.000167445,0.000212832,0.032841,0.0124172
225,0.000276225,0.000164233,0.000169689,0.000249903,0.0238075,0.010867
226,0.00026549,0.000169662,0.000161179,0.000280196,0.0140481,0.00959072
227,0.000253344,0.000144915,0.000158681,0.000252018,0.0149383,0.00862418
228,0.000243447,0.000139962,0.000155216,0.000226394,0.0147861,0.0090384
229,0.000237684,0.000136501,0.000158633,0.000206337,0.0160763,0.00951528
230,0.000232675,0.000143042,0.000159508,0.000220237,0.0231506,0.0110675
231,0.000224107,0.000148791,0.000156746,0.000223119,0.0210786,0.0087099
232,0.00022151,0.000150888,0.000152855,0.000207928,0.0128001,0.00614177
233,0.000216138,0.000139835,0.00014904,0.000179357,0.0115201,0.00734366
234,0.000208913,0.000121446,0.000136527,0.000162637,0.0132587,0.00718705
235,0.000203549,0.000106005,0.000126885,0.000148636,0.0159737,0.00800086
236,0.000196242,0.00011169,0.000133288,0.000178898,0.0150398,0.00619312
237,0.000192624,0.000120765,0.000134654,0.000205087,0.0113419,0.00529075
238,0.000188519,0.000116516,0.000129209,0.000191709,0.0085939,0.00577683
239,0.000183789,0.000105354,0.000120797,0.000173206,0.00917706,0.00702578
240,0.000176707,0.000103995,0.00012287,0.000159769,0.0112682,0.00721176
241,0.00016906,0.000110338,0.000127783,0.000155992,0.00928508,0.00686209
242,0.000164377,0.000121025,0.000132855,0.000161664,0.0110271,0.00559413
243,0.000164909,0.000117761,0.000131565,0.000171122,0.00881583,0.00570683
244,0.000164743,0.000109085,0.000121234,0.000157675,0.00559712,0.00492087
245,0.000164757,0.00010304,0.000115718,0.000147902,0.00519751,0.00421557
246,0.000164383,9.91169e-05,0.000113066,0.000143108,0.00754957,0.00504697
247,0.000162348,9.85675e-05,0.000111363,0.000143059,0.0102928,0.00671668
248,0.000157353,0.000100211,0.000110376,0.000153134,0.0115867,0.00678237
249,0.000148846,9.64242e-05,0.000110191,0.000167722,0.00983376,0.00427517
250,0.000140738,9.39217e-05,0.000109503,0.000164711,0.00777628,0.00342049
251,0.000135983,9.08179e-05,0.000105526,0.00015476,0.00510993,0.00397248
252,0.000134065,8.89244e-05,9.63342e-05,0.000140221,0.00692151,0.00631887
253,0.000131961,9.00366e-05,0.000100634,0.000134788,0.00754743,0.00657328
254,0.000131149,9.51007e-05,0.000107826,0.000127219,0.00629704,0.00512934
255,0.00013153,9.93706e-05,0.0001103,0.000133268,0.00580245,0.0039361
256,0.000138353,9.61383e-05,0.000105431,0.000137477,0.00800929,0.00421887
257,0.00014051,8.87482e-05,0.000102552,0.000135724,0.0092101,0.00489034
258,0.000146691,8.55997e-05,0.000101629,0.000137746,0.0097524,0.00435735
259,0.000152113,8.79025e-05,9.51939e-05,0.000137336,0.01109,0.00368779
260,0.000153651,9.50629e-05,9.71988e-05,0.000142797,0.0112402,0.00500547
261,0.000151149,9.79023e-05,9.95028e-05,0.000151409,0.0102887,0.00703649
262,0.000146529,9.20494e-05,9.59261e-05,0.000153316,0.0111398,0.00636811
263,0.000140617,8.75648e-05,9.24503e-05,0.000152098,0.014637,0.00758966
264,0.00013459,8.38029e-05,9.04621e-05,0.000132976,0.0149618,0.00624085
265,0.000128052,8.67616e-05,8.92769e-05,0.000128626,0.01507,0.00648814
266,0.000126985,0.000100315,9.56592e-05,0.000149494,0.01054,0.00603575
267,0.000124065,9.86256e-05,9.46269e-05,0.000150359,0.00821169,0.00580737
268,0.00012127,9.49508e-05,9.96497e-05,0.000128594,0.00936694,0.00613648
269,0.000119427,8.34224e-05,9.53888e-05,0.000115038,0.0101226,0.00485843
270,0.000121339,8.15652e-05,8.64127e-05,0.000122251,0.0101421,0.00379926
271,0.000128131,8.18427e-05,8.17329e-05,0.000121806,0.0133767,0.00400975
272,0.000134207,8.54109e-05,8.33941e-05,0.000133944,0.0151604,0.00500058
273,0.000139022,9.32986e-05,9.06773e-05,0.00015133,0.0142772,0.00517444
274,0.000145046,9.78027e-05,9.55706e-05,0.000150336,0.0108259,0.00654364
275,0.000143392,9.40239e-05,9.55616e-05,0.000136477,0.0158905,0.00690692
276,0.000139698,8.47892e-05,9.23316e-05,0.000133884,0.020967,0.00889221
277,0.00013582,8.42142e-05,8.80072e-05,0.000129275,0.0188165,0.00603844
278,0.000136158,9.94416e-05,8.86134e-05,0.000145492,0.0114241,0.00618509
279,0.000131981,9.72835e-05,8.82573e-05,0.000152356,0.0110123,0.00661767
280,0.000126716,9.08077e-05,8.92321e-05,0.000134903,0.0106852,0.00690399
281,0.000121419,7.87074e-05,9.00941e-05,0.000115224,0.00850687,0.00465801
282,0.000117951,7.75285e-05,8.51387e-05,0.00011686,0.00648708,0.00306898
283,0.000123508,7.75918e-05,8.28535e-05,0.000114647,0.0103246,0.00350944
284,0.000127068,8.08844e-05,7.98337e-05,0.000116249,0.0124698,0.00428535
285,0.000130863,8.35259e-05,8.15747e-05,0.000125234,0.0123876,0.00420989
286,0.000133167,8.5021e-05,8.51271e-05,0.000128754,0.00969995,0.0048239
287,0.000133224,8.33396e-05,8.91944e-05,0.000124093,0.009359,0.00513095
288,0.000130928,7.73755e-05,8.92327e-05,0.000122623,0.0156242,0.00677625
289,0.00012771,7.56319e-05,8.69405e-05,0.000126811,0.0175694,0.0061772
290,0.000129894,8.649e-05,8.52739e-05,0.000136042,0.0152549,0.00467475
291,0.000130018,9.67512e-05,7.98177e-05,0.000136342,0.00890482,0.00508606
292,0.000127066,9.45607e-05,7.72923e-05,0.000132229,0.0107522,0.00697014
293,0.00012198,8.68611e-05,7.66171e-05,0.000118992,0.0113258,0.00656341
294,0.000117092,8.70382e-05,7.8728e-05,0.000117038,0.00702748,0.00339373
295,0.000116472,8.88513e-05,7.88077e-05,0.000112205,0.00780077,0.00320814
296,0.000118227,8.49747e-05,7.57694e-05,0.000107611,0.0105174,0.00338712
297,0.000121021,8.37667e-05,7.57482e-05,0.000107429,0.0104482,0.00322861
298,0.000124988,8.19768e-05,7.63825e-05,0.000109867,0.00870662,0.00358861
299,0.000127729,7.62144e-05,7.51976e-05,0.000105417,0.0080281,0.00471571
300,0.00012753,7.00614e-05,7.55064e-05,0.000105944,0.0121184,0.00494315
301,0.000124601,6.62923e-05,7.66608e-05,0.000111313,0.0141866,0.00542746
302,0.000121212,6.84067e-05,7.60447e-05,0.000118904,0.0128967,0.0040104
303,0.000121477,7.45068e-05,7.1748e-05,0.00011748,0.00776306,0.00355025
304,0.00012061,7.77603e-05,6.8424e-05,0.000109299,0.00905111,0.00570801
305,0.000117849,7.14178e-05,7.1238e-05,0.000101909,0.0118544,0.00715712
306,0.000113959,6.6413e-05,7.30622e-05,0.000104989,0.0106755,0.00570918
307,0.000113386,6.51159e-05,7.24659e-05,0.000105032,0.0081587,0.00348314
308,0.000115566,6.80656e-05,7.17558e-05,9.68142e-05,0.00852764,0.00309324
309,0.000117432,7.18936e-05,7.17018e-05,9.83716e-05,0.00882798,0.00386011
310,0.00011906,7.35698e-05,7.22708e-05,0.000101514,0.00685251,0.00453286
311,0.000120412,7.21588e-05,7.16444e-05,0.000101763,0.0072965,0.00447718
312,0.00011948,6.98552e-05,7.35285e-05,9.92669e-05,0.00857571,0.00363916
313,0.000115994,6.63859e-05,7.42436e-05,0.000101849,0.0109079,0.00390922
314,0.000111793,6.43426e-05,7.20908e-05,0.000103944,0.0105167,0.00332369
315,0.000111992,6.58889e-05,6.5623e-05,0.000100297,0.00736495,0.00314291
316,0.000112622,6.63838e-05,6.16014e-05,9.25309e-05,0.00721831,0.00471392
317,0.00011327,6.35277e-05,6.29733e-05,9.10565e-05,0.010944,0.0068327
318,0.000111444,6.18332e-05,6.79826e-05,9.87366e-05,0.0117475,0.00629656
319,0.000111209,6.04809e-05,6.86204e-05,0.000104332,0.00965638,0.00381838
320,0.000113515,6.44795e-05,6.99844e-05,9.92537e-05,0.00804603,0.00348377
321,0.000115753,6.77864e-05,6.91106e-05,9.29093e-05,0.0069086,0.00515814
322,0.00011642,6.74975e-05,6.81101e-05,9.49504e-05,0.00654279,0.00549719
323,0.000118324,6.63461e-05,6.53096e-05,9.60342e-05,0.00676589,0.00426704
324,0.000117269,6.6132e-05,6.68506e-05,9.61708e-05,0.00731683,0.00322465
325,0.000114538,6.30217e-05,6.80468e-05,9.17613e-05,0.00920834,0.00308112
326,0.000111724,6.15202e-05,6.5401e-05,9.40555e-05,0.00885999,0.00271717
327,0.000111522,5.81662e-05,5.95649e-05,8.45419e-05,0.00593471,0.00321427
328,0.000111005,5.83444e-05,5.82087e-05,7.81759e-05,0.00675004,0.0045991
329,0.000112209,5.77183e-05,5.89788e-05,8.37757e-05,0.0102718,0.00599414
330,0.000110987,5.54328e-05,6.0768e-05,9.10281e-05,0.00928445,0.0041149
331,0.00010972,5.35632e-05,6.18601e-05,8.82817e-05,0.00730678,0.00343424
332,0.000109668,5.75067e-05,6.00227e-05,8.75487e-05,0.00634717,0.00372538
333,0.000110045,5.83694e-05,5.6915e-05,8.04353e-05,0.006223,0.00330102
334,0.000110791,5.63134e-05,5.56576e-05,8.3229e-05,0.00423136,0.00274061
335,0.000113782,5.77514e-05,5.66576e-05,8.33638e-05,0.00459822,0.00301442
336,0.000114036,5.70798e-05,5.80659e-05,7.84381e-05,0.00592422,0.00296634
337,0.00011226,5.3958e-05,5.78488e-05,7.39829e-05,0.00828773,0.00365733
338,0.000108456,5.23343e-05,5.85703e-05,8.02302e-05,0.00886068,0.00302455
339,0.000107137,5.29117e-05,5.80372e-05,8.09234e-05,0.0061353,0.00243159
340,0.000108179,5.2651e-05,5.36356e-05,7.20981e-05,0.00550696,0.00340331
341,0.000109332,5.03281e-05,5.10018e-05,7.25978e-05,0.00615966,0.00420609
342,0.000109174,4.92978e-05,5.09145e-05,7.53943e-05,0.00640177,0.00348207
343,0.00010775,4.84092e-05,5.32793e-05,7.80984e-05,0.00646369,0.00282673
344,0.000107268,4.97164e-05,5.30223e-05,7.60171e-05,0.00618439,0.00282111
345,0.000108761,5.11364e-05,5.12725e-05,7.49162e-05,0.00538588,0.00262551
346,0.000110672,5.15015e-05,5.01398e-05,7.50793e-05,0.00450649,0.00224764
347,0.00011213,5.19878e-05,5.02137e-05,7.55e-05,0.00402059,0.0026482
348,0.000112742,5.05663e-05,5.14951e-05,7.09335e-05,0.00440944,0.00247653
349,0.000111373,4.91449e-05,5.1787e-05,6.56437e-05,0.00476556,0.00241412
350,0.000108254,4.80229e-05,5.29062e-05,6.4336e-05,0.00609686,0.00268512
351,0.000103816,4.65433e-05,5.28537e-05,6.89171e-05,0.0064952,0.0023902
352,0.000101325,4.45886e-05,5.10637e-05,7.17038e-05,0.0051324,0.00177505
353,0.000101468,4.34048e-05,4.67567e-05,6.64108e-05,0.00309843,0.00190077
354,0.000102742,4.34557e-05,4.48151e-05,6.2822e-05,0.00356112,0.00269296
355,0.000103267,4.3792e-05,4.56723e-05,6.1755e-05,0.00472542,0.00312805
356,0.000101977,4.3438e-05,4.62538e-05,6.25352e-05,0.0052039,0.00283276
